,vitaminA,vitaminD,vitaminE,vitaminK,vitaminB1,vitaminB2,vitaminB6,vitaminB12,vitaminC,nicotinic_acid,pantothenic,folic_acid,biotin,calcium,magnesium,iron,copper,selenium,iodine,manganese,molybdenum,chrome
0,0,15,0,25,0,0,0,0,850,9,0,400,0,590,360,5,0,5,150,1,0,0
