,vitaminA,vitaminD,vitaminE,vitaminK,vitaminB1,vitaminB2,vitaminB6,vitaminB12,vitaminC,nicotinic_acid,pantothenic,folic_acid,biotin,calcium,magnesium,iron,copper,selenium,iodine,manganese,molybdenum,chrome,prod_name
2781,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에디션 칼디800
2782,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,닥터에디션 코큐텐
2783,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,닥터에디션 코큐텐
2784,227.7,10.0,3.0,0.0,1.0,2.0,6.0,12.0,151.0,7.0,3.0,102.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.8,0.0,0.0,닥터에디션 키즈 멀티비타
2785,300.0,10.0,6.0,0.0,1.0,2.0,6.0,12.0,135.0,7.0,2.0,180.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,닥터에디션 키즈 멀티비타
2786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,닥터에디션 키즈 젤리뮨
2787,0.0,5.0,6.0,0.0,0.0,2.0,6.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,닥터에디션 키즈 젤리비
2788,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에디션 키즈 젤리쑥쑥
2789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에디션 키즈 징크 플러스 C
2790,0.0,5.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,6.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에디션 키즈멀티비타리퀴드
2791,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에디션 키즈칼D
2792,450.0,25.0,15.0,130.0,1.0,2.0,6.0,12.0,140.0,20.0,10.0,800.0,700.0,210.0,0.0,30.0,0.38,70.0,0.0,3.5,0.0,0.0,닥터에디션 퍼스트맘 Ⅲ
2793,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에디션 퍼스트맘 오메가3
2794,0.0,15.0,12.0,0.0,1.0,2.0,6.0,12.0,110.0,18.0,10.0,800.0,30.0,0.0,100.0,0.0,0.93,64.0,150.0,2.0,0.0,0.0,닥터에디션 퍼스트맘Ⅰ
2795,450.0,15.0,15.0,0.0,1.0,2.0,6.0,12.0,110.0,19.0,10.0,800.0,100.0,0.0,100.0,60.0,0.93,64.0,150.0,2.1,0.0,0.0,닥터에디션 퍼스트맘Ⅱ
2796,0.0,15.0,200.0,0.0,0.0,0.0,0.0,12.0,200.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,닥터에디션 퍼틸리티 맨
2797,0.0,25.0,200.0,0.0,0.0,0.0,0.0,12.0,200.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,닥터에디션 퍼틸리티 맨 액티브
2798,0.0,25.0,200.0,0.0,0.0,0.0,0.0,12.0,200.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,닥터에디션 퍼틸리티 맨 액티브
2799,0.0,15.0,30.0,0.0,1.0,2.0,6.0,12.0,90.0,20.0,6.0,1000.0,150.0,0.0,0.0,14.0,1.0,50.0,0.0,0.0,0.0,0.0,닥터에디션 퍼틸리티 우먼
2800,0.0,25.0,30.0,0.0,1.0,2.0,6.0,12.0,90.0,20.0,6.0,800.0,150.0,0.0,0.0,14.0,1.0,50.0,0.0,0.0,0.0,0.0,닥터에디션 퍼틸리티 우먼 액티브
2801,0.0,25.0,30.0,0.0,1.0,2.0,6.0,12.0,90.0,20.0,6.0,800.0,150.0,0.0,0.0,14.0,1.0,50.0,0.0,0.0,0.0,0.0,닥터에디션 퍼틸리티 우먼 액티브
2802,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,400.0,닥터에디션 혈당건강
2803,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에디션칼슘플러스D
2804,300.0,10.0,10.0,0.0,1.0,2.0,6.0,0.0,100.0,16.0,5.0,200.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,1.5,20.0,20.0,닥터에비던스 근거기반 종합비타민 미네랄
2805,350.0,10.0,11.0,70.0,1.0,2.0,6.0,0.0,100.0,15.0,5.0,400.0,30.0,0.0,94.5,12.0,0.8,55.0,0.0,3.0,25.0,50.0,닥터에스
2806,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,닥터에스 멀티 포스트바이오틱스(닥터S 멀티 포스트바이오틱스)
2807,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스 유산균 19(닥터S 유산균 19)
2808,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,닥터에스더 L-카르니틴 부스터 앰플
2809,0.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,15.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스더 간건강엔 레몬밤 단델리온 LD-100
2810,0.0,10.0,0.0,70.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스더 갱년기 케어 루바브 올인원
2811,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스더 관절엔 천심련
2812,0.0,10.0,13.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스더 관절엔포르테 초록입홍합
2813,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스더 그린프로폴리스
2814,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스더 그린프로폴리스
2815,0.0,10.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,25.0,0.0,닥터에스더 기억력엔 현삼 플러스 업
2816,0.0,10.0,0.0,70.0,1.0,2.0,6.0,12.0,100.0,15.0,5.0,400.0,30.0,210.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스더 단백질 프리미엄 곡물맛
2817,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스더 달맞이꽃종자유 240
2818,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스더 달맞이꽃종자유 240
2819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,100.0,0.0,0.0,400.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스더 락토 철분
2820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,100.0,0.0,0.0,400.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스더 락토 철분
2821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,닥터에스더 락티움 플러스
2822,700.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스더 로즈마리 비오틴업
2823,700.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스더 로즈마리 타이트
2824,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스더 루테인&아스타잔틴
2825,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스더 루테인&아스타잔틴
2826,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스더 리스펙타 질유산균
2827,0.0,10.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,닥터에스더 리얼플라본
2828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스더 리포좀 비타민C 플러스
2829,0.0,0.0,0.0,0.0,1.0,2.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스더 마그네슘
2830,0.0,10.0,0.0,0.0,0.0,0.0,0.0,12.0,150.0,0.0,0.0,400.0,30.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,닥터에스더 멀티&이뮨 부스터
2831,0.0,20.0,0.0,21.0,1.0,2.0,6.0,12.0,200.0,22.5,10.0,120.0,60.0,210.0,0.0,0.0,0.24,16.5,45.0,0.9,7.5,9.0,닥터에스더 멀티비타민 앤 미네랄
2832,0.0,20.0,0.0,21.0,1.0,2.0,6.0,12.0,200.0,22.5,10.0,120.0,60.0,210.0,0.0,0.0,0.24,16.5,45.0,0.9,7.5,9.0,닥터에스더 멀티비타민 앤 미네랄 정
2833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스더 메가 비타민C 3000
2834,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스더 면역 구미
2835,700.0,10.0,11.0,0.0,1.0,2.0,6.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스더 발효율피 다이어트
2836,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스더 브레인 포커스
2837,0.0,75.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스더 비타민D 3000IU
2838,0.0,75.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스더 비타민D 3000IU
2839,0.0,10.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스더 비타민K 더블
2840,0.0,10.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스더 비타민K 더블
2841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,닥터에스더 셀레늄 콤플렉스
2842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,닥터에스더 셀레늄 콤플렉스
2843,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스더 수면엔 아쉬와간다
2844,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,0.0,0.0,0.0,0.0,닥터에스더 식물성 알티지 오메가 프리미엄 900
2845,0.0,50.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스더 식물성 알티지 오메가3
2846,0.0,50.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스더 식물성 알티지오메가3
2847,0.0,0.0,0.0,0.0,1.0,2.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스더 쌀마그네슘
2848,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,3.0,0.0,0.0,닥터에스더 쏘팔메토&옥타코사놀
2849,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,3.0,0.0,0.0,닥터에스더 쏘팔메토&옥타코사놀
2850,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,0.0,0.0,0.0,0.0,닥터에스더 알티지 오메가 프리미엄 900
2851,0.0,25.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스더 알티지 오메가3
2852,0.0,25.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스더 알티지오메가3
2853,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,125.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,닥터에스더 어골칼슘 프리미엄
2854,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,125.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,닥터에스더 어골칼슘 프리미엄
2855,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스더 어골칼슘 프리미엄D
2856,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스더 어린콜라겐 비오틴 플러스
2857,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,7.45,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스더 어린콜라겐 임페리얼
2858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,닥터에스더 엔케이 이뮨 알로에 3X
2859,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스더 엽산
2860,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스더 엽산
2861,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스더 위건강엔 작약
2862,0.0,20.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,닥터에스더 유기농 루테인
2863,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,150.0,0.0,0.0,0.0,닥터에스더 유기농 요오드 플러스
2864,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,0.0,0.0,0.0,0.0,닥터에스더 초임계 알티지 오메가 감마 우먼케어
2865,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,0.0,0.0,0.0,0.0,닥터에스더 초임계 알티지 오메가&루테인 플러스
2866,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스더 초임계 알티지 오메가&코큐텐 플러스
2867,0.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스더 카테킨 브이라인
2868,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,233.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,닥터에스더 칼마그 D3 프리미엄
2869,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,233.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,닥터에스더 칼마그 D3 프리미엄
2870,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스더 칼슘D3 구미
2871,0.0,0.0,11.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,16.5,0.0,0.0,0.0,0.0,닥터에스더 코큐텐 플러스
2872,0.0,0.0,11.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,16.5,0.0,0.0,0.0,0.0,닥터에스더 코큐텐 플러스
2873,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스더 피크노제놀
2874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스더C 액티브 티알
2875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스더C 액티브 티알
2876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에스더곤약세라마이드
2877,350.0,10.0,11.0,70.0,1.0,2.0,6.0,0.0,100.0,15.0,5.0,400.0,30.0,0.0,0.0,12.0,0.8,55.0,0.0,3.0,25.0,50.0,닥터에스오리지날
2878,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에이지이
2879,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,80.0,42.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터에이지이 케이부스터
2880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,닥터에이피 이너밸런스
2881,0.0,50.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터엔젤D3 2000IU+K플러스
2882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터엔케이
2883,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터오라클 초임계 알티지 오메가3 600mg
2884,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터오라클 츄어블 비타민D 4000IU
2885,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터오엔:오본(本)
2886,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터오엔:오윤
2887,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터오엔:오청(淸)
2888,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터오엔:오큐(Q)프로
2889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터워터필(Dr.waterfill)
2890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터원 메가도스C 3000
2891,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터원시서스다이어트
2892,0.0,0.0,0.0,0.0,1.0,2.0,6.0,12.0,0.0,15.0,165.0,400.0,990.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.15,닥터웰퀸즈 더 모어 비오틴
2893,0.0,25.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터웰퀸즈 더 퓨어 식물성 알티지 오메가3
2894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터웰퀸즈 알파(α) 액상 철분
2895,0.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,100.0,10.0,3.2,300.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터유니 스카이비타민
2896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,닥터이지스
2897,0.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터초이스 카보블럭c(cabo-block c)
2898,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터칼마디
2899,0.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,94.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터칼본
2900,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터칼슘마그네슘
2901,0.0,5.0,0.0,0.0,1.0,2.0,6.0,0.0,100.0,15.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터칼슘비타민
2902,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터칼슘플러스
2903,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터퀸즈 퍼펙트 케어 칼마아디
2904,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터키즈칼슘플러스D츄어블
2905,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터키즈트리오
2906,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터트루 쏘팔메토옥타코사놀 MAX
2907,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,닥터트루 프로바이오틱스 키즈
